img;score
000154\000002.png;[0.52428454]
000154\000003.png;[0.51296073]
000154\000004.png;[0.5766307]
000154\000005.png;[0.5228453]
000154\000006.png;[0.39336735]
000154\000007.png;[0.41972768]
000154\000008.png;[0.4953238]
000154\000009.png;[0.5085698]
000154\000010.png;[0.45711035]
000154\000011.png;[0.34555206]
000154\000012.png;[0.35202944]
000154\000013.png;[0.39402193]
000154\000014.png;[0.44945496]
000154\000015.png;[0.42172778]
000154\000016.png;[0.35990933]
000154\000017.png;[0.4813528]
000154\000018.png;[0.46872392]
000155\000001.png;[0.44277555]
000155\000002.png;[0.4446768]
000155\000003.png;[0.4469766]
000155\000004.png;[0.38708186]
000155\000005.png;[0.43531242]
000155\000006.png;[0.4499386]
000155\000007.png;[0.42956838]
000155\000008.png;[0.55982757]
000155\000009.png;[0.29048824]
000155\000010.png;[0.45287448]
000155\000011.png;[0.449259]
000155\000012.png;[0.43993694]
000155\000013.png;[0.514741]
000155\000014.png;[0.35335898]
000155\000015.png;[0.41474867]
000155\000016.png;[0.54637975]
000155\000017.png;[0.4331236]
000155\000018.png;[0.5021042]
000155\000019.png;[0.52628905]
000155\000020.png;[0.59684986]
000155\000021.png;[0.43225878]
000155\000022.png;[0.33898902]
000155\000023.png;[0.43866745]
000155\000024.png;[0.42840722]
000155\000025.png;[0.45975417]
000155\000026.png;[0.32885948]
000156\000001.png;[0.54026294]
000156\000002.png;[0.5415884]
000156\000003.png;[0.54139566]
000156\000004.png;[0.5396104]
000156\000005.png;[0.5491004]
000156\000006.png;[0.49975547]
000156\000007.png;[0.5863082]
000156\000008.png;[0.5291137]
000156\000009.png;[0.5669333]
000156\000010.png;[0.53258926]
000156\000011.png;[0.5580925]
000156\000012.png;[0.5116434]
000156\000013.png;[0.5295414]
000156\000014.png;[0.5498088]
000156\000015.png;[0.47034907]
000156\000016.png;[0.5250113]
000156\000017.png;[0.5587635]
000156\000018.png;[0.58740854]
000157\000001.png;[0.32111266]
000157\000002.png;[0.41675705]
000157\000003.png;[0.42378786]
000157\000004.png;[0.30359894]
000157\000005.png;[0.39992133]
000157\000006.png;[0.4838317]
000157\000007.png;[0.3420671]
000157\000008.png;[0.3232328]
000158\000001.png;[0.33186576]
000158\000002.png;[0.36409363]
000158\000003.png;[0.34122896]
000158\000004.png;[0.27936658]
000158\000005.png;[0.3700634]
000158\000006.png;[0.31874198]
000158\000007.png;[0.30498132]
000158\000008.png;[0.27858984]
000158\000009.png;[0.2138502]
000158\000010.png;[0.27898148]
000158\000011.png;[0.2597094]
000158\000012.png;[0.4096636]
000158\000013.png;[0.24401799]
000158\000014.png;[0.24029666]
000158\000015.png;[0.2597942]
000158\000016.png;[0.24901861]
000159\000001.png;[0.40217608]
000159\000002.png;[0.3830554]
000159\000003.png;[0.35891095]
000159\000004.png;[0.42443758]
000159\000005.png;[0.23859945]
000159\000006.png;[0.42094263]
000159\000007.png;[0.4694491]
000159\000008.png;[0.43041676]
000160\000001.png;[0.4080673]
000160\000002.png;[0.3344023]
000160\000003.png;[0.39499408]
000160\000004.png;[0.39078355]
000160\000005.png;[0.5524923]
000160\000006.png;[0.37086338]
000161\000001.png;[0.46162266]
000161\000002.png;[0.42166558]
000161\000003.png;[0.39393216]
000161\000004.png;[0.30244926]
000161\000005.png;[0.38142306]
000161\000006.png;[0.37043166]
000161\000007.png;[0.35604987]
000161\000008.png;[0.38575596]
000161\000009.png;[0.34881896]
000161\000010.png;[0.40657526]
000161\000011.png;[0.3663289]
000162\000001.png;[0.3993467]
000162\000002.png;[0.40047854]
000162\000003.png;[0.3832196]
000162\000004.png;[0.48021153]
000162\000005.png;[0.40927392]
000162\000006.png;[0.38997343]
000162\000007.png;[0.4524328]
000162\000008.png;[0.33064094]
000162\000009.png;[0.3952011]
000162\000010.png;[0.45581454]
000162\000011.png;[0.49588338]
000162\000012.png;[0.43394184]
000162\000013.png;[0.43394184]
000162\000014.png;[0.4437034]
000162\000015.png;[0.44935524]
000162\000016.png;[0.33427623]
000162\000017.png;[0.33626005]
000163\000001.png;[0.31139436]
000163\000002.png;[0.37047043]
000163\000003.png;[0.39309788]
000163\000004.png;[0.38476455]
000163\000005.png;[0.39671364]
000164\000001.png;[0.31975105]
000164\000002.png;[0.32462853]
000164\000003.png;[0.34371355]
000164\000004.png;[0.3267987]
000164\000005.png;[0.31369808]
000164\000006.png;[0.35645854]
000165\000001.png;[0.3641197]
000165\000002.png;[0.35188767]
000165\000003.png;[0.3293736]
000165\000004.png;[0.44499785]
000165\000005.png;[0.49302316]
000165\000006.png;[0.45207515]
000166\000001.png;[0.44521222]
000166\000002.png;[0.37768292]
000166\000003.png;[0.49167898]
000166\000004.png;[0.3980189]
000166\000005.png;[0.32250765]
000167\000001.png;[0.27502394]
000167\000002.png;[0.23713654]
000167\000003.png;[0.24268413]
000167\000004.png;[0.23513994]
000167\000005.png;[0.45819306]
000167\000006.png;[0.46784547]
000167\000007.png;[0.43775582]
000167\000008.png;[0.3186841]
000168\000001.png;[0.20233613]
000168\000002.png;[0.28739676]
000168\000003.png;[0.3146534]
000168\000004.png;[0.36237356]
000168\000005.png;[0.3124628]
000168\000006.png;[0.32165417]
000168\000007.png;[0.28113526]
000168\000008.png;[0.3650839]
000168\000009.png;[0.3834849]
000168\000010.png;[0.35284588]
000168\000011.png;[0.3099979]
000168\000012.png;[0.33337405]
000168\000013.png;[0.31608886]
000168\000014.png;[0.29339767]
000168\000015.png;[0.26462984]
000168\000016.png;[0.3170524]
000168\000017.png;[0.27908447]
000168\000018.png;[0.2988615]
000168\000019.png;[0.1762994]
000168\000020.png;[0.3844772]
000168\000021.png;[0.28000033]
000168\000022.png;[0.29690132]
000168\000023.png;[0.25876695]
000168\000024.png;[0.28035524]
000168\000025.png;[0.32316944]
000168\000026.png;[0.34167898]
000168\000027.png;[0.3061345]
000168\000028.png;[0.29132375]
000168\000029.png;[0.37106213]
000168\000030.png;[0.20294487]
000168\000031.png;[0.2845779]
000168\000032.png;[0.32192838]
000168\000033.png;[0.29889745]
000168\000034.png;[0.23742893]
000168\000035.png;[0.31915036]
000169\000001.png;[0.28192872]
000169\000002.png;[0.31636938]
000169\000003.png;[0.315706]
000169\000004.png;[0.36186266]
000169\000005.png;[0.30626264]
000169\000006.png;[0.3428209]
000169\000007.png;[0.29793823]
000169\000008.png;[0.3510695]
000169\000009.png;[0.32859293]
000170\000001.png;[0.49965626]
000170\000002.png;[0.4362965]
000170\000003.png;[0.37170184]
000170\000004.png;[0.47475877]
000170\000005.png;[0.54664963]
000170\000006.png;[0.47426528]
000170\000007.png;[0.3425207]
000170\000008.png;[0.47688413]
000170\000009.png;[0.43150827]
000170\000010.png;[0.46186268]
000170\000011.png;[0.42312047]
000170\000012.png;[0.40700698]
000170\000013.png;[0.32870302]
000170\000014.png;[0.43820703]
000170\000015.png;[0.48945493]
000171\000001.png;[0.26661626]
000171\000002.png;[0.2903322]
000171\000003.png;[0.3369911]
000171\000004.png;[0.40293413]
000171\000005.png;[0.32495424]
000171\000006.png;[0.32749468]
000171\000007.png;[0.27893895]
000171\000008.png;[0.3623222]
000171\000009.png;[0.27727357]
000172\000001.png;[0.5680402]
000172\000002.png;[0.5171232]
000172\000003.png;[0.46890515]
000172\000004.png;[0.5541953]
000172\000005.png;[0.6051937]
000172\000006.png;[0.558599]
000172\000007.png;[0.31078118]
000172\000008.png;[0.51890945]
000172\000009.png;[0.5785942]
000172\000010.png;[0.58995295]
000172\000011.png;[0.55431217]
000172\000012.png;[0.47613728]
000172\000013.png;[0.42551818]
000172\000014.png;[0.4600689]
000172\000015.png;[0.50753903]
000173\000001.png;[0.39930147]
000173\000002.png;[0.36819738]
000173\000003.png;[0.4054752]
000173\000004.png;[0.4188496]
000173\000005.png;[0.42778715]
000173\000006.png;[0.4125511]
000173\000007.png;[0.41738796]
000173\000008.png;[0.38043702]
000173\000009.png;[0.42293873]
000173\000010.png;[0.4405449]
000173\000011.png;[0.45415357]
000173\000012.png;[0.4249799]
000173\000013.png;[0.38806316]
000173\000014.png;[0.47170436]
000173\000015.png;[0.3517209]
000173\000016.png;[0.36566234]
000174\000001.png;[0.23027468]
000174\000002.png;[0.32434165]
000174\000003.png;[0.41839415]
000174\000004.png;[0.1746296]
000175\000001.png;[0.3150465]
000175\000002.png;[0.276089]
000175\000003.png;[0.21709761]
000175\000004.png;[0.23306522]
000175\000005.png;[0.33396336]
000176\000001.png;[0.4551313]
000176\000002.png;[0.38154703]
000176\000003.png;[0.31185463]
000176\000004.png;[0.45700058]
000176\000005.png;[0.4049754]
000176\000006.png;[0.44233373]
000176\000007.png;[0.3208974]
000176\000008.png;[0.34794343]
000176\000009.png;[0.46143097]
000176\000010.png;[0.34951475]
000176\000011.png;[0.2476399]
000176\000012.png;[0.3274638]
000176\000013.png;[0.32805333]
000176\000014.png;[0.52237785]
000176\000015.png;[0.3403386]
000176\000016.png;[0.37711993]
000176\000017.png;[0.49188992]
000176\000018.png;[0.3773577]
000176\000019.png;[0.5501588]
000176\000020.png;[0.42452744]
000176\000021.png;[0.496582]
000176\000022.png;[0.5202679]
000176\000023.png;[0.46599376]
000176\000024.png;[0.4636553]
000177\000001.png;[0.40921086]
000177\000002.png;[0.47698182]
000177\000003.png;[0.45858985]
000177\000004.png;[0.3820551]
000177\000005.png;[0.40183523]
000177\000006.png;[0.55141824]
000177\000007.png;[0.4136624]
000177\000008.png;[0.48422498]
000177\000009.png;[0.5008583]
000177\000010.png;[0.4301712]
000177\000011.png;[0.45854533]
000177\000012.png;[0.44156924]
000177\000013.png;[0.4824268]
000177\000014.png;[0.46210042]
000177\000015.png;[0.45209163]
000177\000016.png;[0.55722994]
000177\000017.png;[0.45925742]
000177\000018.png;[0.4858419]
000177\000019.png;[0.5178472]
000177\000020.png;[0.5193054]
000177\000021.png;[0.4891538]
000177\000022.png;[0.45433128]
000177\000023.png;[0.52977073]
000177\000024.png;[0.4695524]
000177\000025.png;[0.42076397]
000177\000026.png;[0.41112083]
000177\000027.png;[0.39935184]
000177\000028.png;[0.4536999]
000178\000001.png;[0.40775737]
000178\000002.png;[0.42407972]
000178\000003.png;[0.4696502]
000178\000004.png;[0.44423127]
000178\000005.png;[0.48732042]
000178\000006.png;[0.3767467]
000178\000007.png;[0.4937232]
000178\000008.png;[0.36559832]
000178\000009.png;[0.48022172]
000178\000010.png;[0.43343014]
000178\000011.png;[0.44171655]
000178\000012.png;[0.4269541]
000178\000013.png;[0.29879916]
000179\000001.png;[0.4822768]
000179\000002.png;[0.48076645]
000179\000003.png;[0.5041867]
000179\000004.png;[0.47446018]
000179\000005.png;[0.4920129]
000180\000001.png;[0.2944981]
000180\000002.png;[0.3520766]
000180\000003.png;[0.29515168]
000180\000004.png;[0.27095363]
000180\000005.png;[0.3104091]
000180\000006.png;[0.28073356]
000180\000007.png;[0.29053676]
000180\000008.png;[0.38015872]
000180\000009.png;[0.42292428]
000180\000010.png;[0.3430757]
000180\000011.png;[0.38789845]
000180\000012.png;[0.24923992]
000180\000013.png;[0.30033886]
000180\000014.png;[0.32130635]
000180\000015.png;[0.22503129]
000180\000016.png;[0.37490353]
000180\000017.png;[0.05459642]
000180\000018.png;[0.22035202]
000180\000019.png;[0.26624456]
000180\000020.png;[0.21161601]
000180\000021.png;[0.27533165]
000180\000022.png;[0.37788832]
000180\000023.png;[0.2808466]
000180\000024.png;[0.13542664]
000180\000025.png;[0.35459363]
000180\000026.png;[0.5033506]
000180\000027.png;[0.37847614]
000180\000028.png;[0.406218]
000180\000029.png;[0.2730277]
000180\000030.png;[0.35580736]
000180\000031.png;[0.32855436]
000181\000001.png;[0.48401093]
000181\000002.png;[0.47418126]
000181\000003.png;[0.4461589]
000181\000004.png;[0.3856308]
000181\000005.png;[0.41134503]
000181\000006.png;[0.4390291]
000181\000007.png;[0.42514268]
000181\000008.png;[0.39100733]
000181\000009.png;[0.41525906]
000181\000010.png;[0.44490963]
000181\000011.png;[0.40499556]
000181\000012.png;[0.42801258]
000181\000013.png;[0.33887187]
000181\000014.png;[0.4002559]
000181\000015.png;[0.365388]
000181\000016.png;[0.33003435]
000181\000017.png;[0.35902944]
000181\000018.png;[0.31043613]
000181\000019.png;[0.31989568]
000181\000020.png;[0.24741569]
000182\000001.png;[0.4583218]
000182\000002.png;[0.5577264]
000182\000003.png;[0.5527818]
000182\000004.png;[0.4196092]
000182\000005.png;[0.4791309]
000182\000006.png;[0.5331827]
000183\000001.png;[0.37639114]
000183\000002.png;[0.36838746]
000183\000003.png;[0.45853567]
000183\000004.png;[0.5157265]
000183\000005.png;[0.43098116]
000183\000006.png;[0.24487287]
000184\000001.png;[0.37700582]
000184\000002.png;[0.36988464]
000184\000003.png;[0.45665532]
000184\000004.png;[0.40768752]
000184\000005.png;[0.53101206]
000184\000006.png;[0.30023706]
000184\000007.png;[0.34573346]
000184\000008.png;[0.48003915]
000184\000009.png;[0.38175303]
000184\000010.png;[0.42992952]
000184\000011.png;[0.35900328]
000184\000012.png;[0.48426083]
000185\000001.png;[0.29119313]
000185\000002.png;[0.27764243]
000185\000003.png;[0.33166564]
000185\000004.png;[0.37307012]
000185\000005.png;[0.17215326]
000185\000006.png;[0.41723943]
000185\000007.png;[0.41026175]
000186\000001.png;[0.31519917]
000186\000002.png;[0.25857133]
000186\000003.png;[0.32324734]
000186\000004.png;[0.30642846]
000186\000005.png;[0.3117143]
000186\000006.png;[0.40047103]
000187\000001.png;[0.43395156]
000187\000002.png;[0.41211313]
000187\000003.png;[0.48846757]
000187\000004.png;[0.39113292]
000187\000005.png;[0.4721762]
000187\000006.png;[0.45724064]
000187\000007.png;[0.5502014]
000187\000008.png;[0.42822427]
000187\000009.png;[0.4765409]
000187\000010.png;[0.46246207]
000187\000011.png;[0.44703996]
000187\000012.png;[0.5147666]
000187\000013.png;[0.5304311]
000187\000014.png;[0.48268753]
000187\000015.png;[0.31100774]
000187\000016.png;[0.4889552]
000187\000017.png;[0.45698225]
000187\000018.png;[0.5322957]
000187\000019.png;[0.50423586]
000187\000020.png;[0.5298141]
000187\000021.png;[0.47766316]
000187\000022.png;[0.518321]
000187\000023.png;[0.47252738]
000187\000024.png;[0.5082452]
000187\000025.png;[0.43535328]
000187\000026.png;[0.5153993]
000187\000027.png;[0.41847125]
000187\000028.png;[0.57569855]
000187\000029.png;[0.46069553]
000187\000030.png;[0.4946454]
000187\000031.png;[0.44148487]
000187\000032.png;[0.535564]
000187\000033.png;[0.4532653]
000187\000034.png;[0.41569918]
000187\000035.png;[0.473937]
000187\000036.png;[0.49243736]
000187\000037.png;[0.5086551]
000187\000038.png;[0.4029317]
000188\000001.png;[0.555851]
000188\000002.png;[0.3445117]
000188\000003.png;[0.5401079]
000188\000004.png;[0.34500426]
000188\000005.png;[0.62587065]
000188\000006.png;[0.47806194]
000188\000007.png;[0.49331546]
000188\000008.png;[0.44960383]
000188\000009.png;[0.5886091]
000188\000010.png;[0.49272996]
000188\000011.png;[0.6380854]
000188\000012.png;[0.5794065]
000188\000013.png;[0.5905021]
000188\000014.png;[0.4401455]
000188\000015.png;[0.42457736]
000188\000016.png;[0.49097276]
000188\000017.png;[0.50144255]
000188\000018.png;[0.539606]
000188\000019.png;[0.6968694]
000188\000020.png;[0.6518481]
000188\000021.png;[0.50591236]
000188\000022.png;[0.47201085]
000188\000023.png;[0.5493691]
000188\000024.png;[0.42176926]
000188\000025.png;[0.5036031]
000188\000026.png;[0.5045914]
000188\000027.png;[0.54833055]
000188\000028.png;[0.41125497]
000188\000029.png;[0.52410686]
000189\000001.png;[0.30529505]
000189\000002.png;[0.36358237]
000189\000003.png;[0.34561348]
000189\000004.png;[0.35468122]
000189\000005.png;[0.37666246]
000189\000006.png;[0.31579724]
000189\000007.png;[0.35018644]
000189\000008.png;[0.40505874]
000189\000009.png;[0.43934688]
000189\000010.png;[0.3175337]
000189\000011.png;[0.4311006]
000189\000012.png;[0.43689197]
000189\000013.png;[0.46960253]
000189\000014.png;[0.36606964]
000189\000015.png;[0.37132382]
000189\000016.png;[0.41844708]
000190\000001.png;[0.26223767]
000190\000002.png;[0.20050871]
000190\000003.png;[0.15174782]
000190\000004.png;[0.17238253]
000191\000001.png;[0.4114255]
000191\000002.png;[0.31313273]
000191\000003.png;[0.5007006]
000191\000004.png;[0.47283024]
000191\000005.png;[0.3892275]
000191\000006.png;[0.48970634]
000191\000007.png;[0.478552]
000191\000008.png;[0.47752517]
000191\000009.png;[0.5369836]
000191\000010.png;[0.44800696]
000191\000011.png;[0.39450812]
000191\000012.png;[0.3302379]
000191\000013.png;[0.37544274]
000192\000001.png;[0.45001185]
000192\000002.png;[0.47296828]
000192\000003.png;[0.556757]
000192\000004.png;[0.5590539]
000192\000005.png;[0.47123593]
000192\000006.png;[0.6079488]
000192\000007.png;[0.46243042]
000192\000008.png;[0.4865703]
000192\000009.png;[0.50008965]
000192\000010.png;[0.5209856]
000192\000011.png;[0.53331834]
000192\000012.png;[0.4843197]
000192\000013.png;[0.5163712]
000192\000014.png;[0.47958392]
000192\000015.png;[0.33281553]
000192\000016.png;[0.4991811]
000192\000017.png;[0.4176495]
000192\000018.png;[0.47485316]
000192\000019.png;[0.45396549]
000192\000020.png;[0.42381987]
000193\000001.png;[0.32319155]
000193\000002.png;[0.2864984]
000193\000003.png;[0.17794609]
000193\000004.png;[0.22501644]
000193\000005.png;[0.22413701]
000193\000006.png;[0.36070973]
000193\000007.png;[0.36279008]
000193\000008.png;[0.21529305]
000193\000009.png;[0.27683577]
000194\000001.png;[0.36779386]
000194\000002.png;[0.35870123]
000194\000003.png;[0.39501527]
000194\000004.png;[0.31800514]
000194\000005.png;[0.45461375]
000194\000006.png;[0.35929984]
000194\000007.png;[0.31680906]
000194\000008.png;[0.34281835]
000194\000009.png;[0.37541628]
000194\000010.png;[0.37177926]
000194\000011.png;[0.31593025]
000194\000012.png;[0.39366132]
000194\000013.png;[0.37750715]
000194\000014.png;[0.37606293]
000194\000015.png;[0.3623616]
000195\000001.png;[0.46863765]
000195\000002.png;[0.33351168]
000195\000003.png;[0.36638272]
000195\000004.png;[0.37772518]
000196\000001.png;[0.2674835]
000196\000002.png;[0.29676813]
000196\000003.png;[0.29439613]
000196\000004.png;[0.2582998]
000196\000005.png;[0.28699806]
000196\000006.png;[0.2596843]
000196\000007.png;[0.20113009]
000196\000008.png;[0.15046811]
000196\000009.png;[0.27943313]
000196\000010.png;[0.35102186]
000197\000001.png;[0.4031749]
000197\000002.png;[0.45617]
000197\000003.png;[0.47467762]
000197\000004.png;[0.47778702]
000197\000005.png;[0.49505457]
000197\000006.png;[0.43246242]
000198\000001.png;[0.42729422]
000198\000002.png;[0.4749148]
000198\000003.png;[0.5420189]
000198\000004.png;[0.49141562]
000198\000005.png;[0.43189695]
000198\000006.png;[0.61037433]
000198\000007.png;[0.52981544]
000199\000001.png;[0.24180326]
000199\000002.png;[0.51749736]
000199\000003.png;[0.30374718]
000199\000004.png;[0.3230763]
000199\000005.png;[0.590778]
000200\000001.png;[0.46596712]
000200\000002.png;[0.474423]
000200\000003.png;[0.5141442]
000200\000004.png;[0.54207563]
000200\000005.png;[0.48529625]
000200\000006.png;[0.5536129]
000200\000007.png;[0.61037433]
000201\000001.png;[0.4531541]
000201\000002.png;[0.4227329]
000201\000003.png;[0.4105199]
000201\000004.png;[0.43097538]
000201\000005.png;[0.47287428]
000201\000006.png;[0.31277624]
000201\000007.png;[0.32996213]
000201\000008.png;[0.4622889]
000201\000009.png;[0.4058718]
000201\000010.png;[0.32293588]
000202\000001.png;[0.10802495]
000202\000002.png;[0.2389782]
000202\000003.png;[0.12801573]
000202\000004.png;[0.22180319]
000202\000005.png;[0.13447365]
000202\000006.png;[0.16277733]
000202\000007.png;[0.1847701]
000202\000008.png;[0.28324622]
000202\000009.png;[0.24985945]
000202\000010.png;[0.24971679]
000203\000001.png;[0.5184479]
000203\000002.png;[0.5291212]
000203\000003.png;[0.5179563]
000203\000004.png;[0.5036392]
000203\000005.png;[0.4381795]
000203\000006.png;[0.5195251]
000203\000007.png;[0.3731975]
000203\000008.png;[0.48748797]
000203\000009.png;[0.48684934]
000203\000010.png;[0.45730886]
000203\000011.png;[0.46468893]
000203\000012.png;[0.4094454]
000203\000013.png;[0.5259935]
000203\000014.png;[0.400002]
000203\000015.png;[0.49640566]
000203\000016.png;[0.43979356]
000203\000017.png;[0.41772777]
000203\000018.png;[0.29612797]
000203\000019.png;[0.50530726]
000203\000020.png;[0.43331647]
000203\000021.png;[0.40187287]
000203\000022.png;[0.40175515]
000203\000023.png;[0.46152788]
000203\000024.png;[0.44847783]
000203\000025.png;[0.29228267]
000204\000001.png;[0.44238964]
000204\000002.png;[0.4163659]
000204\000003.png;[0.4242596]
000204\000004.png;[0.40717635]
000204\000005.png;[0.41128495]
000204\000006.png;[0.3549081]
000204\000007.png;[0.41751483]
000204\000008.png;[0.43104237]
000204\000009.png;[0.34624264]
000204\000010.png;[0.35634947]
000204\000011.png;[0.3811599]
000204\000012.png;[0.4548121]
000204\000013.png;[0.4578647]
000204\000014.png;[0.2902558]
000205\000001.png;[0.28594545]
000205\000002.png;[0.41006255]
000205\000003.png;[0.27527192]
000205\000004.png;[0.5045136]
000205\000005.png;[0.30685663]
000205\000006.png;[0.29263222]
000206\000001.png;[0.35007745]
000206\000002.png;[0.4754574]
000206\000003.png;[0.46221343]
000206\000004.png;[0.33694732]
000206\000005.png;[0.38147232]
000206\000006.png;[0.49849993]
000206\000007.png;[0.45826155]
000206\000008.png;[0.49292922]
000206\000009.png;[0.43226576]
000206\000010.png;[0.38239974]
000206\000011.png;[0.3418333]
000206\000012.png;[0.32787722]
000207\000001.png;[0.3925349]
000207\000002.png;[0.35233483]
000207\000003.png;[0.3773662]
000207\000004.png;[0.41365492]
000207\000005.png;[0.51245123]
000207\000006.png;[0.48816282]
000207\000007.png;[0.48327804]
000207\000008.png;[0.40555543]
000207\000009.png;[0.27570206]
000208\000001.png;[0.4912696]
000208\000002.png;[0.4815144]
000208\000003.png;[0.6849603]
000208\000004.png;[0.40791428]
000208\000005.png;[0.46763477]
000208\000006.png;[0.5468813]
000208\000007.png;[0.42573017]
000208\000008.png;[0.48877603]
000209\000001.png;[0.4160706]
000209\000003.png;[0.4179986]
000209\000004.png;[0.26419273]
000209\000005.png;[0.5039539]
000209\000006.png;[0.24904078]
000209\000007.png;[0.46278]
000209\000008.png;[0.27346656]
000209\000009.png;[0.40122026]
000209\000010.png;[0.19123909]
000209\000011.png;[0.4368503]
000209\000012.png;[0.5874388]
000210\000001.png;[0.4933402]
000210\000002.png;[0.3819347]
000210\000003.png;[0.48352718]
000210\000004.png;[0.44213617]
000210\000005.png;[0.32908815]
000210\000006.png;[0.38422596]
000210\000007.png;[0.4461572]
000210\000008.png;[0.31166628]
000210\000009.png;[0.45194831]
000210\000010.png;[0.4955141]
000210\000011.png;[0.42213646]
000211\000001.png;[0.49957347]
000211\000002.png;[0.5724079]
000211\000003.png;[0.55937874]
000211\000004.png;[0.47197604]
000211\000005.png;[0.5475017]
000211\000006.png;[0.59863937]
000211\000007.png;[0.28998008]
000211\000008.png;[0.660997]
000211\000009.png;[0.65942085]
000211\000010.png;[0.4752267]
000211\000011.png;[0.6559005]
000211\000012.png;[0.45746312]
000211\000013.png;[0.4696128]
000212\000001.png;[0.29494676]
000212\000002.png;[0.3281845]
000212\000003.png;[0.37829322]
000212\000004.png;[0.36589473]
000213\000001.png;[0.04914963]
000213\000002.png;[0.05031347]
000213\000003.png;[0.24412]
000213\000004.png;[0.22550556]
000213\000005.png;[0.19333357]
000213\000006.png;[0.12177014]
000213\000007.png;[0.19549143]
000213\000008.png;[0.2622585]
000213\000009.png;[0.03617752]
000214\000001.png;[0.38976204]
000214\000002.png;[0.38236675]
000214\000003.png;[0.38426435]
000214\000004.png;[0.39756548]
000214\000005.png;[0.4361247]
000214\000006.png;[0.38377702]
000214\000007.png;[0.38256067]
000214\000008.png;[0.11059284]
000214\000009.png;[0.30002007]
000215\000001.png;[0.36261314]
000215\000002.png;[0.4588611]
000215\000003.png;[0.4141487]
000215\000004.png;[0.42565078]
000215\000005.png;[0.3674885]
000215\000006.png;[0.36151075]
000215\000007.png;[0.50173646]
000215\000008.png;[0.34569812]
000215\000009.png;[0.30696714]
000215\000010.png;[0.211766]
000216\000001.png;[0.45573044]
000216\000002.png;[0.40387794]
000216\000003.png;[0.5597027]
000216\000004.png;[0.4340495]
000216\000005.png;[0.52028495]
000216\000006.png;[0.5214191]
000216\000007.png;[0.6091163]
000216\000008.png;[0.5772334]
000216\000009.png;[0.5209142]
000216\000010.png;[0.47651666]
000216\000011.png;[0.46278167]
000216\000012.png;[0.57143146]
000216\000013.png;[0.49534863]
000216\000014.png;[0.5160605]
000216\000015.png;[0.55471915]
000216\000016.png;[0.4832004]
000216\000017.png;[0.5205773]
000216\000018.png;[0.37901497]
000216\000019.png;[0.5269908]
000216\000020.png;[0.46192515]
000216\000021.png;[0.48537534]
000216\000022.png;[0.39696038]
000216\000023.png;[0.5400017]
000216\000024.png;[0.530723]
000217\000001.png;[0.45115238]
000217\000002.png;[0.4944201]
000217\000003.png;[0.522759]
000217\000004.png;[0.48912543]
000217\000005.png;[0.43631417]
000217\000006.png;[0.5465065]
000217\000007.png;[0.4420861]
000217\000008.png;[0.46005103]
000217\000009.png;[0.46644375]
000217\000010.png;[0.43273634]
000217\000011.png;[0.25426695]
000217\000012.png;[0.43183422]
000218\000001.png;[0.3806841]
000218\000002.png;[0.3603894]
000218\000003.png;[0.33602512]
000218\000004.png;[0.33879852]
000218\000005.png;[0.3670652]
000218\000006.png;[0.27366483]
000218\000007.png;[0.33657134]
000218\000008.png;[0.4956143]
000218\000009.png;[0.21692508]
000218\000010.png;[0.5351981]
000218\000011.png;[0.3421636]
000219\000001.png;[0.402099]
000219\000002.png;[0.30411294]
000219\000003.png;[0.34988084]
000219\000004.png;[0.50100285]
000219\000005.png;[0.51822466]
000219\000006.png;[0.26433766]
000219\000007.png;[0.2675446]
000220\000001.png;[0.37041867]
000220\000002.png;[0.3289411]
000220\000003.png;[0.26361468]
000220\000004.png;[0.27054387]
000220\000005.png;[0.35524586]
000220\000006.png;[0.5007503]
000220\000007.png;[0.31326404]
000220\000008.png;[0.27312157]
000220\000009.png;[0.42644447]
000220\000010.png;[0.50649214]
000221\000001.png;[0.459184]
000221\000002.png;[0.5454601]
000221\000003.png;[0.50622034]
000221\000004.png;[0.55132276]
000221\000005.png;[0.41553128]
000221\000006.png;[0.4947504]
000221\000007.png;[0.5619692]
000221\000008.png;[0.5061616]
000221\000009.png;[0.42106122]
000221\000010.png;[0.5160692]
000221\000011.png;[0.5098423]
000221\000012.png;[0.5257191]
000221\000013.png;[0.43464953]
000222\000001.png;[0.41945112]
000222\000002.png;[0.47581798]
000222\000003.png;[0.42979783]
000222\000004.png;[0.5528849]
000222\000005.png;[0.48637742]
000222\000006.png;[0.51923776]
000222\000007.png;[0.51671636]
000222\000008.png;[0.45390755]
000222\000009.png;[0.65306365]
000222\000010.png;[0.5245823]
000222\000011.png;[0.5559076]
000222\000012.png;[0.45594937]
000222\000013.png;[0.5083736]
000222\000014.png;[0.39928746]
000222\000015.png;[0.39574146]
000222\000016.png;[0.436459]
000222\000017.png;[0.4400311]
000222\000018.png;[0.43173277]
000223\000001.png;[0.2692622]
000223\000002.png;[0.22039717]
000223\000003.png;[0.49139625]
000223\000004.png;[0.1948269]
000223\000005.png;[0.39034718]
000223\000006.png;[0.24762115]
000223\000007.png;[0.15816861]
000223\000008.png;[0.11850911]
000224\000001.png;[0.14583147]
000224\000002.png;[0.1759454]
000224\000003.png;[0.2954731]
000224\000004.png;[0.06574547]
000224\000005.png;[0.31008184]
000224\000006.png;[0.09980118]
