img;score
u11037\u11037s0001_fa3.png;[0.38940015]
u11037\u11037s0001_fa4.png;[0.4113157]
u11037\u11037s0001_fc1.png;[0.50023574]
u11037\u11037s0001_fc2.png;[0.5054458]
u11037\u11037s0001_fc3.png;[0.49543348]
u11037\u11037s0001_fc4.png;[0.47439614]
u11037\u11037s0002_fa1.png;[0.48379463]
u11037\u11037s0002_fa2.png;[0.46133822]
u11037\u11037s0002_fa3.png;[0.41795054]
u11037\u11037s0002_fa4.png;[0.4255085]
u11037\u11037s0002_fc1.png;[0.5061883]
u11037\u11037s0002_fc2.png;[0.46898282]
u11037\u11037s0002_fc3.png;[0.48695058]
u11037\u11037s0002_fc4.png;[0.49002957]
u11038\u11038s0001_fa1.png;[0.39865172]
u11038\u11038s0001_fa2.png;[0.41860902]
u11038\u11038s0001_fa3.png;[0.33874798]
u11038\u11038s0001_fa4.png;[0.40220946]
u11038\u11038s0001_fc1.png;[0.4727512]
u11038\u11038s0001_fc2.png;[0.4741088]
u11038\u11038s0001_fc3.png;[0.39843547]
u11038\u11038s0001_fc4.png;[0.40553957]
u11038\u11038s0002_fa1.png;[0.40755713]
u11038\u11038s0002_fa2.png;[0.41548556]
u11038\u11038s0002_fa3.png;[0.42590225]
u11038\u11038s0002_fa4.png;[0.47160745]
u11038\u11038s0002_fc1.png;[0.4669717]
u11038\u11038s0002_fc2.png;[0.45039603]
u11038\u11038s0002_fc3.png;[0.4001727]
u11038\u11038s0002_fc4.png;[0.35357574]
u11039\u11039s0001_fa1.png;[0.4604805]
u11039\u11039s0001_fa2.png;[0.40199035]
u11039\u11039s0001_fa3.png;[0.27442375]
u11039\u11039s0001_fa4.png;[0.35209402]
u11039\u11039s0001_fc1.png;[0.4537739]
u11039\u11039s0001_fc2.png;[0.4653532]
u11039\u11039s0001_fc3.png;[0.43568337]
u11039\u11039s0001_fc4.png;[0.43301135]
u11039\u11039s0002_fa1.png;[0.43561554]
u11039\u11039s0002_fa2.png;[0.43851987]
u11039\u11039s0002_fa3.png;[0.3699664]
u11039\u11039s0002_fa4.png;[0.34915653]
u11039\u11039s0002_fc1.png;[0.48138994]
u11039\u11039s0002_fc2.png;[0.47365767]
u11039\u11039s0002_fc3.png;[0.37553394]
u11039\u11039s0002_fc4.png;[0.39273417]
u11040\u11040s0001_fa1.png;[0.24788278]
u11040\u11040s0001_fa2.png;[0.29065734]
u11040\u11040s0001_fa3.png;[0.28451294]
u11040\u11040s0001_fa4.png;[0.29934806]
u11040\u11040s0001_fc1.png;[0.41917694]
u11040\u11040s0001_fc2.png;[0.40961325]
u11040\u11040s0001_fc3.png;[0.38394493]
u11040\u11040s0001_fc4.png;[0.38562292]
u11040\u11040s0002_fa1.png;[0.33676472]
u11040\u11040s0002_fa2.png;[0.3323593]
u11040\u11040s0002_fa3.png;[0.37200934]
u11040\u11040s0002_fa4.png;[0.33822775]
u11040\u11040s0002_fc1.png;[0.42173672]
u11040\u11040s0002_fc2.png;[0.45962048]
u11040\u11040s0002_fc3.png;[0.48211676]
u11040\u11040s0002_fc4.png;[0.4366526]
u11041\u11041s0001_fa1.png;[0.41711408]
u11041\u11041s0001_fa2.png;[0.4205289]
u11041\u11041s0001_fa3.png;[0.3804062]
u11041\u11041s0001_fa4.png;[0.3381283]
u11041\u11041s0001_fc1.png;[0.4294042]
u11041\u11041s0001_fc2.png;[0.37724215]
u11041\u11041s0001_fc3.png;[0.33858243]
u11041\u11041s0001_fc4.png;[0.3414428]
u11041\u11041s0002_fa1.png;[0.40232155]
u11041\u11041s0002_fa2.png;[0.39959097]
u11041\u11041s0002_fa3.png;[0.32454145]
u11041\u11041s0002_fa4.png;[0.4154064]
u11041\u11041s0002_fc1.png;[0.40914512]
u11041\u11041s0002_fc2.png;[0.41557646]
u11041\u11041s0002_fc3.png;[0.36662358]
u11041\u11041s0002_fc4.png;[0.33957732]
u11041\u11097s0002_fc2.png;[0.4696715]
u11042\u11042s0001_fa1.png;[0.40317082]
u11042\u11042s0001_fa2.png;[0.4323971]
u11042\u11042s0001_fa3.png;[0.40605044]
u11042\u11042s0001_fa4.png;[0.46421236]
u11042\u11042s0001_fc1.png;[0.45696557]
u11042\u11042s0001_fc2.png;[0.4521293]
u11042\u11042s0001_fc3.png;[0.42162883]
u11042\u11042s0001_fc4.png;[0.42524642]
u11042\u11042s0002_fa1.png;[0.48578823]
u11042\u11042s0002_fa2.png;[0.46199268]
u11042\u11042s0002_fc1.png;[0.45072755]
u11042\u11042s0002_fc2.png;[0.45883396]
u11042\u11042s0002_fc3.png;[0.4326266]
u11042\u11042s0002_fc4.png;[0.42289203]
u11043\u11043s0001_fa1.png;[0.3391921]
u11043\u11043s0001_fa2.png;[0.3035277]
u11043\u11043s0001_fa3.png;[0.28014508]
u11043\u11043s0001_fa4.png;[0.30283782]
u11043\u11043s0001_fc1.png;[0.36079317]
u11043\u11043s0001_fc2.png;[0.34897444]
u11043\u11043s0001_fc3.png;[0.35838854]
u11043\u11043s0001_fc4.png;[0.3971979]
u11043\u11043s0002_fa1.png;[0.3312831]
u11043\u11043s0002_fa2.png;[0.31436354]
u11043\u11043s0002_fa3.png;[0.334927]
u11043\u11043s0002_fa4.png;[0.30104288]
u11043\u11043s0002_fc1.png;[0.35290724]
u11043\u11043s0002_fc2.png;[0.35965222]
u11043\u11043s0002_fc3.png;[0.38369533]
u11043\u11043s0002_fc4.png;[0.36948395]
u11044\u11044s0001_fa1.png;[0.52984816]
u11044\u11044s0001_fa2.png;[0.5274212]
u11044\u11044s0001_fa3.png;[0.49830008]
u11044\u11044s0001_fa4.png;[0.5151048]
u11044\u11044s0001_fc1.png;[0.5514746]
u11044\u11044s0001_fc2.png;[0.54708314]
u11044\u11044s0001_fc3.png;[0.48040932]
u11044\u11044s0001_fc4.png;[0.5202825]
u11044\u11044s0002_fa1.png;[0.55778784]
u11044\u11044s0002_fa2.png;[0.5697943]
u11044\u11044s0002_fa3.png;[0.46814108]
u11044\u11044s0002_fa4.png;[0.47663885]
u11044\u11044s0002_fc1.png;[0.58714736]
u11044\u11044s0002_fc2.png;[0.5686904]
u11044\u11044s0002_fc3.png;[0.5338148]
u11044\u11044s0002_fc4.png;[0.54070526]
u11045\u11045s0001_fa1.png;[0.365659]
u11045\u11045s0001_fa2.png;[0.40184262]
u11045\u11045s0001_fa3.png;[0.33087438]
u11045\u11045s0001_fa4.png;[0.358317]
u11045\u11045s0001_fc1.png;[0.4271037]
u11045\u11045s0001_fc2.png;[0.4193604]
u11045\u11045s0001_fc3.png;[0.43006682]
u11045\u11045s0001_fc4.png;[0.4143694]
u11045\u11045s0002_fa1.png;[0.39539295]
u11045\u11045s0002_fa2.png;[0.3680575]
u11045\u11045s0002_fa3.png;[0.35142028]
u11045\u11045s0002_fa4.png;[0.35042745]
u11045\u11045s0002_fc1.png;[0.41898525]
u11045\u11045s0002_fc2.png;[0.42716718]
u11045\u11045s0002_fc3.png;[0.39166594]
u11045\u11045s0002_fc4.png;[0.4327737]
u11046\u11046s0001_fa1.png;[0.1590738]
u11046\u11046s0001_fa2.png;[0.3779426]
u11046\u11046s0001_fa3.png;[0.20751104]
u11046\u11046s0001_fa4.png;[0.13346976]
u11046\u11046s0001_fc1.png;[0.4278332]
u11046\u11046s0001_fc2.png;[0.43205705]
u11046\u11046s0001_fc3.png;[0.42396718]
u11046\u11046s0001_fc4.png;[0.3882552]
u11046\u11046s0002_fa1.png;[0.40595317]
u11046\u11046s0002_fa2.png;[0.38445747]
u11046\u11046s0002_fa3.png;[0.27793053]
u11046\u11046s0002_fa4.png;[0.39956883]
u11046\u11046s0002_fc1.png;[0.47755104]
u11046\u11046s0002_fc2.png;[0.4139002]
u11047\u11047s0001_fa1.png;[0.35955325]
u11047\u11047s0001_fa2.png;[0.3408826]
u11047\u11047s0001_fa3.png;[0.41209543]
u11047\u11047s0001_fa4.png;[0.46862838]
u11047\u11047s0002_fa1.png;[0.38654822]
u11047\u11047s0002_fa2.png;[0.34884727]
u11047\u11047s0002_fa3.png;[0.427475]
u11047\u11047s0002_fa4.png;[0.4483375]
u11048\u11048s0001_fa1.png;[0.253997]
u11048\u11048s0001_fa2.png;[0.27725574]
u11048\u11048s0001_fa3.png;[0.25236514]
u11048\u11048s0001_fa4.png;[0.19363591]
u11048\u11048s0002_fa1.png;[0.09580463]
u11048\u11048s0002_fa2.png;[0.2152066]
u11048\u11048s0002_fa3.png;[0.26315477]
u11048\u11048s0002_fa4.png;[0.26094848]
u11049\u11049s0001_fa1.png;[0.24003953]
u11049\u11049s0001_fa2.png;[0.2131683]
u11049\u11049s0001_fa3.png;[0.1922226]
u11049\u11049s0001_fa4.png;[0.18958482]
u11049\u11049s0002_fa1.png;[0.22574857]
u11049\u11049s0002_fa2.png;[0.2526748]
u11049\u11049s0002_fa3.png;[0.28963423]
u11049\u11049s0002_fa4.png;[0.17052013]
u11050\u11050s0001_fa1.png;[0.4770698]
u11050\u11050s0001_fa2.png;[0.50551105]
u11050\u11050s0001_fa3.png;[0.37036982]
u11050\u11050s0001_fa4.png;[0.44088376]
u11050\u11050s0002_fa1.png;[0.424114]
u11050\u11050s0002_fa2.png;[0.42889872]
u11050\u11050s0002_fa3.png;[0.3811036]
u11050\u11050s0002_fa4.png;[0.38349974]
u11051\u11051s0001_fa1.png;[0.4689813]
u11051\u11051s0001_fa2.png;[0.49152118]
u11051\u11051s0001_fa3.png;[0.4848178]
u11051\u11051s0001_fa4.png;[0.5460098]
u11051\u11051s0002_fa1.png;[0.43571502]
u11051\u11051s0002_fa2.png;[0.42835677]
u11051\u11051s0002_fa3.png;[0.44712102]
u11051\u11051s0002_fa4.png;[0.5559066]
u11052\u11052s0001_fa1.png;[0.29471415]
u11052\u11052s0001_fa2.png;[0.33387965]
u11052\u11052s0001_fa3.png;[0.34229225]
u11052\u11052s0001_fa4.png;[0.4052569]
u11052\u11052s0002_fa1.png;[0.3633775]
u11052\u11052s0002_fa2.png;[0.3339837]
u11052\u11052s0002_fa3.png;[0.41768774]
u11052\u11052s0002_fa4.png;[0.3944552]
u11053\u11053s0001_fa1.png;[0.33382666]
u11053\u11053s0001_fa2.png;[0.384744]
u11053\u11053s0001_fa3.png;[0.3298214]
u11053\u11053s0001_fa4.png;[0.33539432]
u11053\u11053s0002_fa1.png;[0.3929146]
u11053\u11053s0002_fa2.png;[0.40613323]
u11053\u11053s0002_fa3.png;[0.31865275]
u11053\u11053s0002_fa4.png;[0.27078262]
u11054\u11054s0001_fa1.png;[0.40949216]
u11054\u11054s0001_fa2.png;[0.41094235]
u11054\u11054s0001_fa3.png;[0.36284268]
u11054\u11054s0001_fa4.png;[0.36580044]
u11054\u11054s0002_fa1.png;[0.43425173]
u11054\u11054s0002_fa2.png;[0.4344378]
u11054\u11054s0002_fa3.png;[0.3638184]
u11054\u11054s0002_fa4.png;[0.30216286]
u11055\u11055s0001_fa1.png;[0.30358145]
u11055\u11055s0001_fa2.png;[0.29106015]
u11055\u11055s0001_fa3.png;[0.30989882]
u11055\u11055s0001_fa4.png;[0.32792565]
u11055\u11055s0002_fa1.png;[0.33991516]
u11055\u11055s0002_fa2.png;[0.30813074]
u11055\u11055s0002_fa3.png;[0.31032047]
u11055\u11055s0002_fa4.png;[0.32933876]
u11056\u11056s0001_fa1.png;[0.2893083]
u11056\u11056s0001_fa2.png;[0.27529556]
u11056\u11056s0001_fa3.png;[0.21824783]
u11056\u11056s0001_fa4.png;[0.24685326]
u11056\u11056s0002_fa1.png;[0.404611]
u11056\u11056s0002_fa2.png;[0.33912888]
u11056\u11056s0002_fa3.png;[0.31723833]
u11056\u11056s0002_fa4.png;[0.36778092]
u11057\u11057s0001_fa1.png;[0.4269659]
u11057\u11057s0001_fa2.png;[0.41258815]
u11057\u11057s0001_fa3.png;[0.36738285]
u11057\u11057s0001_fa4.png;[0.2533667]
u11057\u11057s0002_fa1.png;[0.39765677]
u11057\u11057s0002_fa2.png;[0.38317984]
u11057\u11057s0002_fa3.png;[0.26093882]
u11057\u11057s0002_fa4.png;[0.23364922]
u11058\u11058s0001_fa1.png;[0.30856824]
u11058\u11058s0001_fa2.png;[0.29674646]
u11058\u11058s0001_fa3.png;[0.26064473]
u11058\u11058s0001_fa4.png;[0.27666277]
u11058\u11058s0002_fa1.png;[0.38684034]
u11058\u11058s0002_fa2.png;[0.36969113]
u11058\u11058s0002_fa3.png;[0.27445003]
u11058\u11058s0002_fa4.png;[0.30144197]
u11059\u11059s0001_fa1.png;[0.30175796]
u11059\u11059s0001_fa2.png;[0.31201562]
u11059\u11059s0001_fa3.png;[0.35744563]
u11059\u11059s0001_fa4.png;[0.2882597]
u11059\u11059s0002_fa1.png;[0.35950848]
u11059\u11059s0002_fa2.png;[0.36878356]
u11059\u11059s0002_fa3.png;[0.3294342]
u11059\u11059s0002_fa4.png;[0.30932185]
u11060\u11060s0001_fa1.png;[0.29763204]
u11060\u11060s0001_fa2.png;[0.36729014]
u11060\u11060s0001_fa3.png;[0.42036894]
u11060\u11060s0001_fa4.png;[0.4535467]
u11060\u11060s0002_fa1.png;[0.21904403]
u11060\u11060s0002_fa2.png;[0.25052226]
u11060\u11060s0002_fa3.png;[0.16236192]
u11060\u11060s0002_fa4.png;[0.24826095]
u11061\u11061s0001_fa1.png;[0.4263084]
u11061\u11061s0001_fa2.png;[0.3871889]
u11061\u11061s0001_fa3.png;[0.31056878]
u11061\u11061s0001_fa4.png;[0.34076202]
u11061\u11061s0002_fa1.png;[0.4281217]
u11061\u11061s0002_fa2.png;[0.40504596]
u11061\u11061s0002_fa3.png;[0.39319542]
u11061\u11061s0002_fa4.png;[0.38901302]
u11063\u11063s0001_fa1.png;[0.33527294]
u11063\u11063s0001_fa2.png;[0.25850004]
u11063\u11063s0001_fa3.png;[0.2538449]
u11063\u11063s0001_fa4.png;[0.26353985]
u11063\u11063s0002_fa1.png;[0.34363043]
u11063\u11063s0002_fa2.png;[0.37806258]
u11063\u11063s0002_fa3.png;[0.1320523]
u11063\u11063s0002_fa4.png;[0.17937213]
u11064\u11064s0001_fa1.png;[0.3989966]
u11064\u11064s0001_fa2.png;[0.42955995]
u11064\u11064s0001_fa3.png;[0.36766434]
u11064\u11064s0001_fa4.png;[0.36325932]
u11064\u11064s0002_fa1.png;[0.43609437]
u11064\u11064s0002_fa2.png;[0.41214055]
u11064\u11064s0002_fa3.png;[0.3425696]
u11064\u11064s0002_fa4.png;[0.32825413]
u11065\u11065s0001_fa1.png;[0.37836266]
u11065\u11065s0001_fa2.png;[0.3478455]
u11065\u11065s0001_fa3.png;[0.29202175]
u11065\u11065s0001_fa4.png;[0.25515753]
u11065\u11065s0002_fa1.png;[0.3430917]
u11065\u11065s0002_fa2.png;[0.33991966]
u11065\u11065s0002_fa3.png;[0.2917608]
u11065\u11065s0002_fa4.png;[0.32384416]
u11066\u11066s0001_fa1.png;[0.43926704]
u11066\u11066s0001_fa2.png;[0.4316947]
u11066\u11066s0001_fa3.png;[0.4500031]
u11066\u11066s0001_fa4.png;[0.45837748]
u11066\u11066s0002_fa1.png;[0.38048708]
u11066\u11066s0002_fa2.png;[0.4064409]
u11066\u11066s0002_fa3.png;[0.4090013]
u11066\u11066s0002_fa4.png;[0.43550476]
u11067\u11067s0001_fa1.png;[0.24648136]
u11067\u11067s0001_fa2.png;[0.21133092]
u11067\u11067s0001_fa3.png;[0.18571055]
u11067\u11067s0001_fa4.png;[0.1757035]
u11067\u11067s0002_fa1.png;[0.32392952]
u11067\u11067s0002_fa2.png;[0.34163105]
u11067\u11067s0002_fa3.png;[0.35732642]
u11067\u11067s0002_fa4.png;[0.17128044]
u11068\u11068s0001_fa1.png;[0.23751858]
u11068\u11068s0001_fa2.png;[0.25642765]
u11068\u11068s0001_fa3.png;[0.25726917]
u11068\u11068s0001_fa4.png;[0.25747877]
u11068\u11068s0002_fa1.png;[0.25352702]
u11068\u11068s0002_fa2.png;[0.25666443]
u11068\u11068s0002_fa3.png;[0.3060792]
u11068\u11068s0002_fa4.png;[0.31619748]
u11070\u11070s0001_fa1.png;[0.35377628]
u11070\u11070s0001_fa2.png;[0.33876464]
u11070\u11070s0001_fa3.png;[0.3656888]
u11070\u11070s0001_fa4.png;[0.35258263]
u11070\u11070s0002_fa1.png;[0.3702427]
u11070\u11070s0002_fa2.png;[0.38419986]
u11070\u11070s0002_fa3.png;[0.3709297]
u11070\u11070s0002_fa4.png;[0.454]
u11071\u11071s0001_fa1.png;[0.40543622]
u11071\u11071s0001_fa2.png;[0.41060275]
u11071\u11071s0001_fa3.png;[0.37923777]
u11071\u11071s0001_fa4.png;[0.3654815]
u11071\u11071s0002_fa1.png;[0.43708438]
u11071\u11071s0002_fa2.png;[0.44921196]
u11071\u11071s0002_fa3.png;[0.34845406]
u11071\u11071s0002_fa4.png;[0.37027535]
u11072\u11072s0001_fa1.png;[0.37554443]
u11072\u11072s0001_fa2.png;[0.38023788]
u11072\u11072s0001_fa3.png;[0.3386336]
u11072\u11072s0001_fa4.png;[0.32943437]
u11072\u11072s0002_fa1.png;[0.3751188]
u11072\u11072s0002_fa2.png;[0.37407845]
u11072\u11072s0002_fa3.png;[0.29183495]
u11072\u11072s0002_fa4.png;[0.29217306]
u11073\u11073s0001_fa1.png;[0.0851326]
u11073\u11073s0001_fa2.png;[0.32116795]
u11073\u11073s0001_fa3.png;[0.06299067]
u11073\u11073s0001_fa4.png;[0.03720623]
u11073\u11073s0002_fa1.png;[0.2146554]
u11073\u11073s0002_fa2.png;[0.26891756]
u11073\u11073s0002_fa3.png;[0.19371629]
u11073\u11073s0002_fa4.png;[0.2566978]
u11074\u11074s0001_fa1.png;[0.3850046]
u11074\u11074s0001_fa2.png;[0.38245404]
u11074\u11074s0001_fa3.png;[0.2145741]
u11074\u11074s0001_fa4.png;[0.20727393]
u11074\u11074s0002_fa1.png;[0.31380576]
u11074\u11074s0002_fa2.png;[0.32408255]
u11074\u11074s0002_fa3.png;[0.2830387]
u11074\u11074s0002_fa4.png;[0.26403815]
u11075\u11075s0001_fa1.png;[0.19712618]
u11075\u11075s0001_fa2.png;[0.205237]
u11075\u11075s0001_fa3.png;[0.15610918]
u11075\u11075s0001_fa4.png;[0.24362475]
u11075\u11075s0002_fa1.png;[0.29741967]
u11075\u11075s0002_fa2.png;[0.3348378]
u11075\u11075s0002_fa3.png;[0.30672622]
u11075\u11075s0002_fa4.png;[0.3121993]
u11076\u11076s0001_fa1.png;[0.34808743]
u11076\u11076s0001_fa2.png;[0.41946822]
u11076\u11076s0001_fa3.png;[0.3796671]
u11076\u11076s0001_fa4.png;[0.34563497]
u11076\u11076s0002_fa1.png;[0.39758232]
u11076\u11076s0002_fa2.png;[0.33198777]
u11076\u11076s0002_fa3.png;[0.3445989]
u11076\u11076s0002_fa4.png;[0.35067722]
u11077\u11077s0001_fa1.png;[0.36567563]
u11077\u11077s0001_fa2.png;[0.38017678]
u11077\u11077s0001_fa3.png;[0.34020662]
u11077\u11077s0001_fa4.png;[0.34016055]
u11077\u11077s0002_fa1.png;[0.31235045]
u11077\u11077s0002_fa2.png;[0.31355217]
u11077\u11077s0002_fa3.png;[0.22464132]
u11077\u11077s0002_fa4.png;[0.15425825]
u11078\u11078s0001_fa1.png;[0.17568013]
u11078\u11078s0001_fa2.png;[0.22111925]
u11078\u11078s0001_fa3.png;[0.03859061]
u11078\u11078s0001_fa4.png;[0.13282245]
u11078\u11078s0002_fa1.png;[0.24051934]
u11078\u11078s0002_fa2.png;[0.28005207]
u11078\u11078s0002_fa3.png;[0.08516794]
u11078\u11078s0002_fa4.png;[0.0867213]
u11079\u11079s0001_fa1.png;[0.31079838]
u11079\u11079s0001_fa2.png;[0.3348557]
u11079\u11079s0001_fa3.png;[0.30057967]
u11079\u11079s0001_fa4.png;[0.33301705]
u11079\u11079s0002_fa1.png;[0.2843797]
u11079\u11079s0002_fa2.png;[0.27309254]
u11079\u11079s0002_fa3.png;[0.27425045]
u11079\u11079s0002_fa4.png;[0.33491147]
u11080\u11080s0001_fa1.png;[0.48154083]
u11080\u11080s0001_fa2.png;[0.46693873]
u11080\u11080s0001_fa3.png;[0.29338294]
u11080\u11080s0001_fa4.png;[0.20034179]
u11080\u11080s0002_fa1.png;[0.41808486]
u11080\u11080s0002_fa2.png;[0.40887302]
u11080\u11080s0002_fa3.png;[0.3037693]
u11080\u11080s0002_fa4.png;[0.25989926]
u11081\u11081s0001_fa1.png;[0.48973715]
u11081\u11081s0001_fa2.png;[0.4939763]
u11081\u11081s0001_fa3.png;[0.3542621]
u11081\u11081s0001_fa4.png;[0.2633999]
u11081\u11081s0002_fa1.png;[0.52405226]
u11081\u11081s0002_fa2.png;[0.51938564]
u11081\u11081s0002_fa3.png;[0.360601]
u11081\u11081s0002_fa4.png;[0.4186749]
u11082\u11082s0001_fa1.png;[0.3951794]
u11082\u11082s0001_fa2.png;[0.49476334]
u11082\u11082s0001_fa3.png;[0.43231994]
u11082\u11082s0001_fa4.png;[0.38660848]
u11082\u11082s0002_fa1.png;[0.47967607]
u11082\u11082s0002_fa2.png;[0.51774114]
u11082\u11082s0002_fa3.png;[0.29400474]
u11082\u11082s0002_fa4.png;[0.24917668]
u11083\u11083s0001_fa1.png;[0.30531895]
u11083\u11083s0001_fa2.png;[0.2997238]
u11083\u11083s0001_fa3.png;[0.22155881]
u11083\u11083s0001_fa4.png;[0.18327469]
u11083\u11083s0002_fa1.png;[0.345868]
u11083\u11083s0002_fa2.png;[0.32213208]
u11083\u11083s0002_fa3.png;[0.30603263]
u11083\u11083s0002_fa4.png;[0.33555335]
u11084\u11084s0001_fa1.png;[0.2948208]
u11084\u11084s0001_fa2.png;[0.24664208]
u11084\u11084s0001_fa3.png;[0.11329556]
u11084\u11084s0001_fa4.png;[0.27954927]
u11084\u11084s0002_fa1.png;[0.3363318]
u11084\u11084s0002_fa2.png;[0.31832924]
u11084\u11084s0002_fa3.png;[0.31037673]
u11084\u11084s0002_fa4.png;[0.29465792]
u11085\u11085s0001_fa1.png;[0.33265558]
u11085\u11085s0001_fa2.png;[0.37976074]
u11085\u11085s0001_fa3.png;[0.2610876]
u11085\u11085s0001_fa4.png;[0.29050982]
u11085\u11085s0002_fa1.png;[0.31315187]
u11085\u11085s0002_fa2.png;[0.23518264]
u11085\u11085s0002_fa3.png;[0.16335794]
u11085\u11085s0002_fa4.png;[0.20541713]
u11086\u11086s0001_fa1.png;[0.43704712]
u11086\u11086s0001_fa2.png;[0.43536693]
u11086\u11086s0001_fa3.png;[0.42043293]
u11086\u11086s0001_fa4.png;[0.41229093]
u11086\u11086s0002_fa1.png;[0.3991059]
u11086\u11086s0002_fa2.png;[0.41417143]
u11086\u11086s0002_fa3.png;[0.34212717]
u11086\u11086s0002_fa4.png;[0.3405465]
u11087\u11087s0001_fa1.png;[0.44653797]
u11087\u11087s0001_fa2.png;[0.475707]
u11087\u11087s0001_fa3.png;[0.35698882]
u11087\u11087s0001_fa4.png;[0.4107796]
u11087\u11087s0002_fa1.png;[0.3883203]
u11087\u11087s0002_fa2.png;[0.46192205]
u11087\u11087s0002_fa3.png;[0.44898647]
u11087\u11087s0002_fa4.png;[0.37681764]
u11088\u11088s0001_fa1.png;[0.35704076]
u11088\u11088s0001_fa2.png;[0.3139635]
u11088\u11088s0001_fa3.png;[0.337895]
u11088\u11088s0001_fa4.png;[0.30803078]
u11088\u11088s0002_fa1.png;[0.3319077]
u11088\u11088s0002_fa2.png;[0.31907496]
u11088\u11088s0002_fa3.png;[0.37094855]
u11088\u11088s0002_fa4.png;[0.29897752]
u11089\u11089s0001_fa1.png;[0.38092548]
u11089\u11089s0001_fa2.png;[0.38586587]
u11089\u11089s0001_fa3.png;[0.41942537]
u11089\u11089s0001_fa4.png;[0.41681802]
u11089\u11089s0002_fa1.png;[0.3398868]
u11089\u11089s0002_fa2.png;[0.2672542]
u11089\u11089s0002_fa3.png;[0.40145847]
u11089\u11089s0002_fa4.png;[0.4542222]
u11090\u11090s0001_fa1.png;[0.26506162]
u11090\u11090s0001_fa2.png;[0.38426077]
u11090\u11090s0001_fa3.png;[0.3040928]
u11090\u11090s0001_fa4.png;[0.26405308]
u11090\u11090s0002_fa1.png;[0.3840946]
u11090\u11090s0002_fa2.png;[0.35670662]
u11090\u11090s0002_fa3.png;[0.25535715]
u11090\u11090s0002_fa4.png;[0.26865134]
u11091\u11091s0001_fa1.png;[0.40165293]
u11091\u11091s0001_fa2.png;[0.40968987]
u11091\u11091s0001_fa3.png;[0.3767834]
u11091\u11091s0001_fa4.png;[0.37242666]
u11091\u11091s0002_fa1.png;[0.3725669]
u11091\u11091s0002_fa2.png;[0.3329922]
u11091\u11091s0002_fa3.png;[0.43704057]
u11091\u11091s0002_fa4.png;[0.416152]
u11092\u11092s0001_fa1.png;[0.59052265]
u11092\u11092s0001_fa2.png;[0.60806125]
u11092\u11092s0001_fa3.png;[0.60439664]
u11092\u11092s0001_fa4.png;[0.61037433]
u11092\u11092s0002_fa1.png;[0.5156789]
u11092\u11092s0002_fa2.png;[0.5366694]
u11092\u11092s0002_fa3.png;[0.47330177]
u11092\u11092s0002_fa4.png;[0.4094684]
u11093\u11093s0001_fa1.png;[0.38379067]
u11093\u11093s0001_fa2.png;[0.40411398]
u11093\u11093s0001_fa3.png;[0.3374503]
u11093\u11093s0001_fa4.png;[0.35394096]
u11093\u11093s0002_fa1.png;[0.3827724]
u11093\u11093s0002_fa2.png;[0.3831849]
u11093\u11093s0002_fa3.png;[0.33173737]
u11093\u11093s0002_fa4.png;[0.3520352]
u11094\u11094s0001_fa1.png;[0.58926564]
u11094\u11094s0001_fa2.png;[0.5569029]
u11094\u11094s0001_fa3.png;[0.5371461]
u11094\u11094s0001_fa4.png;[0.58770823]
u11094\u11094s0002_fa1.png;[0.49822962]
u11094\u11094s0002_fa2.png;[0.55516964]
u11094\u11094s0002_fa3.png;[0.61037433]
u11094\u11094s0002_fa4.png;[0.61037433]
u11095\u11095s0001_fa1.png;[0.26892635]
u11095\u11095s0001_fa2.png;[0.24709383]
u11095\u11095s0001_fa3.png;[0.2876855]
u11095\u11095s0001_fa4.png;[0.29744887]
u11095\u11095s0002_fa1.png;[0.32725012]
u11095\u11095s0002_fa2.png;[0.31755304]
u11095\u11095s0002_fa3.png;[0.35944533]
u11095\u11095s0002_fa4.png;[0.35744578]
u11096\u11096s0001_fa1.png;[0.44686246]
u11096\u11096s0001_fa2.png;[0.40486187]
u11096\u11096s0001_fa3.png;[0.41661298]
u11096\u11096s0001_fa4.png;[0.3551145]
u11096\u11096s0002_fa1.png;[0.4268504]
u11096\u11096s0002_fa2.png;[0.41665256]
u11096\u11096s0002_fa3.png;[0.4605136]
u11096\u11096s0002_fa4.png;[0.48833588]
u11097\u11097s0001_fa1.png;[0.28110015]
u11097\u11097s0001_fa2.png;[0.261246]
u11097\u11097s0001_fa3.png;[0.3158701]
u11097\u11097s0001_fa4.png;[0.3158701]
u11097\u11097s0002_fa1.png;[0.32680792]
u11097\u11097s0002_fa2.png;[0.3342413]
u11097\u11097s0002_fa3.png;[0.32912582]
u11097\u11097s0002_fa4.png;[0.3060311]
u11098\u11098s0001_fa1.png;[0.36832845]
u11098\u11098s0001_fa2.png;[0.33958092]
u11098\u11098s0001_fa3.png;[0.37221137]
u11098\u11098s0001_fa4.png;[0.398941]
u11098\u11098s0002_fa1.png;[0.41450757]
u11098\u11098s0002_fa2.png;[0.43722862]
u11098\u11098s0002_fa3.png;[0.42205927]
u11098\u11098s0002_fa4.png;[0.4016865]
u11099\u11099s0001_fa1.png;[0.21127489]
u11099\u11099s0001_fa2.png;[0.2470049]
u11099\u11099s0001_fa3.png;[0.24480158]
u11099\u11099s0001_fa4.png;[0.24273756]
u11099\u11099s0002_fa1.png;[0.2631726]
